,Concept,Cosine Similarity,Correlation
0,bee_raccoon,0.9390617795288563,1.0120434677228332
1,bird_ant,0.9689506348222494,0.9952890980057418
2,ant_raccoon,0.8795961886644363,0.8945050165057182
3,deer_fish,0.860564574599266,0.9027571976184845
4,bear_frog,0.8736522942781448,0.9940043953247368
5,alligator_rhinoceros,0.725911408662796,0.7587282508611679
6,rhinoceros_alligator,0.725911408662796,0.7587282508611679
7,bird_deer,0.9039517566561699,0.9609571322798729
8,frog_turtle,0.732610821723938,0.7369487881660461
9,bird_horse,0.8519041389226913,0.9252562671899796
10,horse_bird,0.8519041389226913,0.9252562671899796
11,alligator_turtle,0.9401455745100975,0.9505765698850155
12,kangaroo_camel,0.9916939223185182,0.9498110450804234
13,horse_kangaroo,1.0206305477768183,0.9814083818346262
14,kangaroo_horse,1.0206305477768183,0.9814083818346262
15,squirrel_cat,0.9785784557461739,0.954320602118969
16,rabbit_deer,0.7560743242502213,0.8481193780899048
17,raccoon_rabbit,0.9206303432583809,0.9673724509775639
18,horse_monkey,1.0870046839118004,1.0167566388845444
19,rabbit_camel,0.7726937830448151,0.9075988233089447
20,monkey_dog,0.8771157786250114,0.8432031720876694
21,monkey_squirrel,1.0764258205890656,1.02071419544518
22,horse_goat,1.1656131893396378,1.0684411153197289
23,giraffe_zebra,0.8921071141958237,1.0099153853952885
24,horse_cow,1.219455048441887,1.117323987185955
25,rhinoceros_cow,0.9183892011642456,0.8547342121601105
26,zebra_deer,0.7523677796125412,0.8005898594856262
27,cow_lion,0.89351387321949,0.799023762345314
28,donkey_cow,1.108830526471138,0.9976262887939811
29,lion_cow,0.89351387321949,0.799023762345314
30,bear_cow,1.2522534132003784,1.1005696505308151
31,camel_rhinoceros,0.7261871099472046,0.7767860889434814
32,cat_sheep,1.0904462039470673,1.0763906762003899
33,giraffe_donkey,0.8366350531578064,1.0522734262049198
34,giraffe_lion,0.8125559985637665,0.9467647783458233
35,cow_dog,0.9128652065992355,0.8572406470775604
36,giraffe_dog,0.971625566482544,1.0711642429232597
37,leopard_zebra,0.8329464793205261,0.831018254160881
38,donkey_dog,0.8835917115211487,0.9377367533743382
39,cat_dog,0.9576144814491272,0.9455566741526127
40,lion_bear,0.7134823501110077,0.8313615769147873
41,rabbit_raccoon,0.9206303432583809,0.9673724509775639
42,bear_leopard,1.1475983411073685,1.1887282133102417
43,rhinoceros_horse,0.9700431115925312,1.0463096275925636
44,raccoon_lion,0.6163874566555023,0.6347774863243103
45,tiger_raccoon,0.9502133578062057,0.9810199420899153
46,dog_bear,1.0241274759173393,1.1468951255083084
47,dog_raccoon,0.9347946271300316,0.9545538164675236
48,deer_sheep,0.6969442069530487,0.7462086975574493
