,Concept,Cosine Similarity,Correlation
0,bee_raccoon,1.0078092874027789,1.0086329113692045
1,bird_ant,1.049987282603979,1.0505355671048164
2,ant_raccoon,1.0494478791952133,1.0493819378316402
3,deer_fish,0.9298738390207291,0.9275904521346092
4,bear_frog,1.0445843562483788,1.0399326235055923
5,alligator_rhinoceros,0.8431314677000046,0.8644404709339142
6,rhinoceros_alligator,0.8431314677000046,0.8644404709339142
7,bird_deer,0.94148363545537,0.9385472722351551
8,frog_turtle,1.0720081478357315,1.0762792602181435
9,bird_horse,1.0409847721457481,1.0388544760644436
10,horse_bird,1.0409847721457481,1.0388544760644436
11,alligator_turtle,1.1628767251968384,1.1424940377473831
12,kangaroo_camel,1.076880805194378,1.0267359670251608
13,horse_kangaroo,1.0313601419329643,1.05000514164567
14,kangaroo_horse,1.0313601419329643,1.05000514164567
15,squirrel_cat,0.9527435936033726,0.9501485824584961
16,rabbit_deer,1.0520643629133701,1.0721926987171173
17,raccoon_rabbit,1.1099587976932526,1.1153532788157463
18,horse_monkey,0.9392642751336098,0.9318905472755432
19,rabbit_camel,0.9308241382241249,0.8800235167145729
20,monkey_dog,0.9593452140688896,0.9793401714414358
21,monkey_squirrel,0.9094926714897156,0.9158297479152679
22,horse_goat,1.0880253314971924,1.0794221386313438
23,giraffe_zebra,0.8592597544193268,0.8542955070734024
24,horse_cow,0.8106240779161453,0.8070982545614243
25,rhinoceros_cow,0.9473978877067566,0.9400255493819714
26,zebra_deer,0.9690701328217983,0.9613270722329617
27,cow_lion,0.8745181113481522,0.8734377473592758
28,donkey_cow,0.8111922591924667,0.8092003166675568
29,lion_cow,0.8745181113481522,0.8734377473592758
30,bear_cow,0.8359200209379196,0.8233790099620819
31,camel_rhinoceros,1.1843277961015701,1.1662293821573257
32,cat_sheep,1.1161069199442863,1.1122810542583466
33,giraffe_donkey,0.9056528136134148,0.906647227704525
34,giraffe_lion,0.9240724146366119,0.9246060401201248
35,cow_dog,0.9318626970052719,0.9398887529969215
36,giraffe_dog,1.0012654156889766,0.9951559836044908
37,leopard_zebra,0.931028202176094,0.9286985993385315
38,donkey_dog,1.1817504465579987,1.1793104708194733
39,cat_dog,0.949867270886898,0.941930066794157
40,lion_bear,0.922776460647583,0.9244574382901192
41,rabbit_raccoon,1.1099587976932526,1.1153532788157463
42,bear_leopard,0.9561762623488903,0.9585628882050514
43,rhinoceros_horse,1.0080401292070746,1.0150972083210945
44,raccoon_lion,0.8633371442556381,0.8634094595909119
45,tiger_raccoon,0.8344374746084213,0.8341362923383713
46,dog_bear,1.0313439518213272,1.0021503663156182
47,dog_raccoon,1.0239322781562805,1.0233126729726791
48,deer_sheep,0.9784981440752745,0.9710110370069742
