,Concept,Cosine Similarity,Correlation
0,bee_raccoon,1.4435220062732697,1.2377759963274002
1,bird_ant,0.9836598187685013,0.987840031273663
2,ant_raccoon,1.1437531262636185,1.0041182795539498
3,deer_fish,0.6455715298652649,0.7039175927639008
4,bear_frog,0.8611439019441605,0.8605381846427917
5,alligator_rhinoceros,0.8154054284095764,0.8046304881572723
6,rhinoceros_alligator,0.8154054284095764,0.8046304881572723
7,bird_deer,0.811593621969223,0.8017701804637909
8,frog_turtle,0.8126469552516937,0.8103983104228973
9,bird_horse,0.9331169724464417,0.9323622211813927
10,horse_bird,0.9331169724464417,0.9323622211813927
11,alligator_turtle,0.8268581181764603,0.8241555392742157
12,kangaroo_camel,0.733903169631958,0.7339450418949127
13,horse_kangaroo,0.8944828063249588,0.8836087137460709
14,kangaroo_horse,0.8944828063249588,0.8836087137460709
15,squirrel_cat,0.8672888278961182,0.8644149154424667
16,rabbit_deer,0.8643724769353867,0.7958215624094009
17,raccoon_rabbit,0.9867193466052413,0.8691917657852173
18,horse_monkey,0.8040302693843842,0.8422450572252274
19,rabbit_camel,0.877669133245945,0.8805444315075874
20,monkey_dog,0.8830943554639816,0.9217945262789726
21,monkey_squirrel,0.880507729947567,0.8930170461535454
22,horse_goat,1.2967948615550995,1.0549309626221657
23,giraffe_zebra,0.899883396923542,0.941095620393753
24,horse_cow,1.2843966782093048,1.0571919195353985
25,rhinoceros_cow,0.6684830784797668,0.7442319989204407
26,zebra_deer,0.7915183156728745,0.7377945780754089
27,cow_lion,0.5025216937065125,0.6228069961071014
28,donkey_cow,1.0869292095303535,0.882086344063282
29,lion_cow,0.5025216937065125,0.6228069961071014
30,bear_cow,0.705350935459137,0.6723818480968475
31,camel_rhinoceros,0.8000077903270721,0.7882399260997772
32,cat_sheep,0.9545583873987198,0.9578903988003731
33,giraffe_donkey,0.7333156168460846,0.8051240742206573
34,giraffe_lion,0.9668263234198093,0.8511065095663071
35,cow_dog,1.1294074058532715,0.9274265021085739
36,giraffe_dog,0.8299914449453354,0.9147817566990852
37,leopard_zebra,0.8557740747928619,0.8783277124166489
38,donkey_dog,0.7755580544471741,0.8873338401317596
39,cat_dog,0.9123303592205048,0.8992548882961273
40,lion_bear,0.7298914790153503,0.7190636098384857
41,rabbit_raccoon,0.9867193466052413,0.8691917657852173
42,bear_leopard,0.9429650753736496,0.9379405491054058
43,rhinoceros_horse,1.0548737980425358,0.9404930584132671
44,raccoon_lion,0.5032323896884918,0.6044382750988007
45,tiger_raccoon,0.7540002465248108,0.7192782163619995
46,dog_bear,1.0134455170482397,1.0034215743653476
47,dog_raccoon,1.2352388948202133,1.0923396870493889
48,deer_sheep,0.4782158136367798,0.5251059830188751
