,Concept,Euclidean,Pearson
0,bee_raccoon,0.5605041980743408,0.8473377823829651
1,bird_ant,0.5069701075553894,0.8445252329111099
2,ant_raccoon,0.5421456098556519,0.8208034932613373
3,deer_fish,0.5379614233970642,0.7862899601459503
4,bear_frog,0.5716833472251892,0.7759731262922287
5,alligator_rhinoceros,0.44806474447250366,0.7287233471870422
6,rhinoceros_alligator,0.44806474447250366,0.7287233471870422
7,bird_deer,0.5307166576385498,0.8305321037769318
8,frog_turtle,0.4727770686149597,0.6951853930950165
9,bird_horse,0.44394272565841675,0.8286645114421844
10,horse_bird,0.44394272565841675,0.8286645114421844
11,alligator_turtle,0.44926366209983826,0.7182422876358032
12,kangaroo_camel,0.5263716578483582,0.6948129236698151
13,horse_kangaroo,0.45177632570266724,0.6892542839050293
14,kangaroo_horse,0.45177632570266724,0.6892542839050293
15,elephant_deer,0.5243246555328369,0.7638324946165085
16,rabbit_deer,0.45207679271698,0.6368417739868164
17,raccoon_rabbit,0.4380762279033661,0.645494818687439
18,horse_monkey,0.34723588824272156,0.6154700815677643
19,rabbit_camel,0.4611499309539795,0.6515421569347382
20,monkey_dog,0.4912288188934326,0.7671275585889816
21,monkey_squirrel,0.49345365166664124,0.7632709443569183
22,horse_goat,0.4427395462989807,0.6461520791053772
23,giraffe_zebra,0.5136523842811584,0.7532749623060226
24,horse_cow,0.36893823742866516,0.5716115236282349
25,rhinoceros_cow,0.44816073775291443,0.7059155404567719
26,zebra_deer,0.5220866203308105,0.6547225415706635
27,cow_lion,0.4372894763946533,0.6144067049026489
28,donkey_cow,0.5172132253646851,0.7070727646350861
29,lion_cow,0.4372894763946533,0.6144067049026489
30,bear_cow,0.47260361909866333,0.5337957739830017
31,camel_rhinoceros,0.5197893381118774,0.7582208514213562
32,giraffe_donkey,0.5173773765563965,0.803461343050003
33,giraffe_lion,0.4811245799064636,0.7430745661258698
34,cow_dog,0.46534666419029236,0.6501750946044922
35,giraffe_dog,0.5050961971282959,0.7483271360397339
36,leopard_zebra,0.5425313115119934,0.6757438778877258
37,donkey_dog,0.5635924935340881,0.7418495118618011
38,lion_bear,0.5708544850349426,0.7544654160737991
39,rabbit_raccoon,0.4380762279033661,0.645494818687439
40,bear_leopard,0.5602883100509644,0.6729198694229126
41,rhinoceros_horse,0.41615596413612366,0.7033706307411194
42,raccoon_lion,0.4788591265678406,0.6691480576992035
43,tiger_raccoon,0.51178377866745,0.7057788074016571
44,dog_bear,0.5318874716758728,0.6140616536140442
45,dog_raccoon,0.5136286616325378,0.7216386795043945
46,deer_sheep,0.5205163955688477,0.6902265250682831
