,Concept,Euclidean,Pearson
0,bee_raccoon,0.77604740858078,1.0210028123110533
1,bird_ant,0.70579993724823,0.9148327633738518
2,ant_raccoon,0.7688878774642944,0.982742179185152
3,deer_fish,0.6775379180908203,0.8611063063144684
4,bear_frog,0.7177979350090027,0.9364968910813332
5,alligator_rhinoceros,0.639071524143219,1.005500603467226
6,rhinoceros_alligator,0.639071524143219,1.005500603467226
7,bird_deer,0.6733901500701904,0.8770565539598465
8,frog_turtle,0.7315735816955566,0.8681021928787231
9,bird_horse,0.6265292763710022,0.9518785551190376
10,horse_bird,0.6265292763710022,0.9518785551190376
11,alligator_turtle,0.6988775730133057,1.0302720312029123
12,kangaroo_camel,0.7216638922691345,0.9720554519444704
13,horse_kangaroo,0.6316669583320618,0.9752908758819103
14,kangaroo_horse,0.6316669583320618,0.9752908758819103
15,elephant_deer,0.7139544486999512,1.0044146236032248
16,squirrel_cat,0.7530743479728699,0.9494983218610287
17,rabbit_deer,0.5970709919929504,0.9538062773644924
18,raccoon_rabbit,0.6742567420005798,0.9651779867708683
19,horse_monkey,0.49733105301856995,0.914603553712368
20,rabbit_camel,0.5998228192329407,0.9105829373002052
21,monkey_dog,0.5968276262283325,0.9181138798594475
22,monkey_squirrel,0.6039828062057495,0.886958621442318
23,horse_goat,0.5901299118995667,0.9210259094834328
24,horse_cow,0.5345439314842224,0.9974921932443976
25,rhinoceros_cow,0.6253427863121033,0.9160597622394562
26,cow_lion,0.6305368542671204,0.9687449298799038
27,donkey_cow,0.6072782874107361,0.9157218933105469
28,lion_cow,0.6305368542671204,0.9687449298799038
29,bear_cow,0.6601410508155823,0.9541704915463924
30,camel_rhinoceros,0.7127630710601807,0.9371876567602158
31,cat_sheep,0.7416638135910034,0.9364603459835052
32,giraffe_donkey,0.763791561126709,0.9762489553540945
33,giraffe_lion,0.7138698697090149,0.8456006199121475
34,cow_dog,0.6145452857017517,0.9332574233412743
35,giraffe_dog,0.7621290683746338,0.9736308380961418
36,donkey_dog,0.6585586071014404,0.874934583902359
37,cat_dog,0.7011954188346863,0.8508201837539673
38,lion_bear,0.7526296973228455,1.01299646217376
39,rabbit_raccoon,0.6742567420005798,0.9651779867708683
40,bear_leopard,0.8113274574279785,0.9043688327074051
41,rhinoceros_horse,0.6054936051368713,0.909463107585907
42,raccoon_lion,0.7265372276306152,0.911624900996685
43,tiger_raccoon,0.6960873603820801,0.8195299357175827
44,dog_bear,0.7265235781669617,0.9600384049117565
45,dog_raccoon,0.7083144187927246,0.870506227016449
46,deer_sheep,0.7004754543304443,0.9830710981041193
