,Concept,Euclidean,Pearson
0,bee_raccoon,0.5547463893890381,1.1111637577414513
1,bird_ant,0.34270671010017395,0.9265452176332474
2,ant_raccoon,0.4540077745914459,0.7844167351722717
3,deer_fish,0.34884291887283325,0.5846734046936035
4,alligator_rhinoceros,0.2697662115097046,0.6048409342765808
5,rhinoceros_alligator,0.2697662115097046,0.6048409342765808
6,bird_deer,0.34777504205703735,0.633868545293808
7,frog_turtle,0.37621966004371643,0.7451518177986145
8,bird_horse,0.25964754819869995,0.5605189800262451
9,horse_bird,0.25964754819869995,0.5605189800262451
10,alligator_turtle,0.29511356353759766,0.5180524289608002
11,kangaroo_camel,0.3082751929759979,0.6981340050697327
12,horse_kangaroo,0.29505592584609985,0.7705093622207642
13,kangaroo_horse,0.29505592584609985,0.7705093622207642
14,elephant_deer,0.34779247641563416,0.6184521913528442
15,squirrel_cat,0.33446675539016724,0.7408223748207092
16,rabbit_deer,0.3444201946258545,0.676198422908783
17,raccoon_rabbit,0.3727903962135315,0.516876220703125
18,horse_monkey,0.2344256043434143,0.5175553262233734
19,rabbit_camel,0.2756163775920868,0.623358815908432
20,monkey_dog,0.2846892774105072,0.6289583742618561
21,monkey_squirrel,0.27271604537963867,0.5618492364883423
22,horse_goat,0.3121132552623749,0.5986762344837189
23,giraffe_zebra,0.34527862071990967,0.8136062175035477
24,horse_cow,0.30246827006340027,0.5208008289337158
25,rhinoceros_cow,0.32809558510780334,0.5630471408367157
26,zebra_deer,0.3364614248275757,0.5190203785896301
27,cow_lion,0.3677788972854614,0.6726244688034058
28,donkey_cow,0.4114569127559662,0.7583010345697403
29,lion_cow,0.3677788972854614,0.6726244688034058
30,camel_rhinoceros,0.3147869110107422,0.6890644729137421
31,cat_sheep,0.3530857563018799,0.5425212681293488
32,giraffe_donkey,0.33817997574806213,0.9261635020375252
33,giraffe_lion,0.3416873514652252,0.7955708801746368
34,cow_dog,0.37886351346969604,0.7295284569263458
35,giraffe_dog,0.3557658791542053,0.9609613046050072
36,leopard_zebra,0.30960407853126526,0.583961695432663
37,donkey_dog,0.3283318877220154,0.7907595783472061
38,cat_dog,0.34038808941841125,0.7714226096868515
39,rabbit_raccoon,0.3727903962135315,0.516876220703125
40,rhinoceros_horse,0.2734849154949188,0.6127400994300842
41,raccoon_lion,0.3831250071525574,0.5281533002853394
42,tiger_raccoon,0.3499087989330292,0.4811887741088867
43,dog_raccoon,0.4382714629173279,0.7398699522018433
44,deer_sheep,0.33447691798210144,0.4288375973701477
