,Concept,Euclidean,Pearson
0,bee_raccoon,0.579375684261322,0.6254370212554932
1,bird_ant,0.6372643113136292,0.5645861625671387
2,ant_raccoon,0.5898681282997131,0.601893812417984
3,deer_fish,0.5730186700820923,0.4485864043235779
4,bear_frog,0.5760191082954407,0.67735955119133
5,alligator_rhinoceros,0.639746904373169,0.5878974199295044
6,rhinoceros_alligator,0.639746904373169,0.5878974199295044
7,bird_deer,0.5561159253120422,0.43243008852005005
8,frog_turtle,0.5199418067932129,0.5650339126586914
9,bird_horse,0.5518215894699097,0.5073168873786926
10,horse_bird,0.5518215894699097,0.5073168873786926
11,alligator_turtle,0.5963687300682068,0.5082482397556305
12,kangaroo_camel,0.676102876663208,0.6658927500247955
13,horse_kangaroo,0.5734532475471497,0.5469508469104767
14,kangaroo_horse,0.5734532475471497,0.5469508469104767
15,elephant_deer,0.561926543712616,0.42471736669540405
16,squirrel_cat,0.6754351854324341,0.7205463945865631
17,rabbit_deer,0.5289299488067627,0.4977521300315857
18,raccoon_rabbit,0.4733852446079254,0.6283794939517975
19,horse_monkey,0.43462812900543213,0.4041619896888733
20,rabbit_camel,0.527381420135498,0.5284957587718964
21,monkey_dog,0.5108755826950073,0.5139178931713104
22,monkey_squirrel,0.6496238112449646,0.6425123810768127
23,horse_goat,0.4585808515548706,0.41974037885665894
24,horse_cow,0.4814261198043823,0.3862820267677307
25,rhinoceros_cow,0.43784987926483154,0.48255300521850586
26,cow_lion,0.47895100712776184,0.48254531621932983
27,donkey_cow,0.42514893412590027,0.49947094917297363
28,lion_cow,0.47895100712776184,0.48254531621932983
29,bear_cow,0.434457004070282,0.46021413803100586
30,camel_rhinoceros,0.638347327709198,0.6362983882427216
31,cat_sheep,0.6288343667984009,0.6726463437080383
32,giraffe_donkey,0.5089784860610962,0.5514211356639862
33,giraffe_lion,0.6142650246620178,0.5978592932224274
34,cow_dog,0.5308895707130432,0.4999181628227234
35,giraffe_dog,0.6716851592063904,0.5884787440299988
36,donkey_dog,0.6073720455169678,0.5876452028751373
37,cat_dog,0.5757588744163513,0.6442224085330963
38,lion_bear,0.5090361833572388,0.5066655576229095
39,rabbit_raccoon,0.4733852446079254,0.6283794939517975
40,bear_leopard,0.6080094575881958,0.6005972325801849
41,rhinoceros_horse,0.5311400294303894,0.5060454308986664
42,raccoon_lion,0.5502043962478638,0.6039386987686157
43,tiger_raccoon,0.6333953142166138,0.6960782110691071
44,dog_bear,0.5257819890975952,0.48587948083877563
45,dog_raccoon,0.5051125884056091,0.500383049249649
46,deer_sheep,0.6965662240982056,0.5110389888286591
