,Concept,Cosine Similarity,Correlation
0,bee_raccoon,0.4352326989173889,0.5179687738418579
1,bird_ant,0.6164993345737457,0.6896194815635681
2,ant_raccoon,0.786812886595726,0.8663155436515808
3,deer_fish,0.4168355464935303,0.5147573351860046
4,bear_frog,0.5097649097442627,0.5414421558380127
5,alligator_rhinoceros,0.5147488415241241,0.5851504504680634
6,rhinoceros_alligator,0.5147488415241241,0.5851504504680634
7,bird_deer,0.5477862358093262,0.6666625738143921
8,frog_turtle,0.4805108904838562,0.47936564683914185
9,bird_horse,0.3949316143989563,0.4884184002876282
10,horse_bird,0.3949316143989563,0.4884184002876282
11,alligator_turtle,0.5360236763954163,0.5104514956474304
12,kangaroo_camel,0.5291236042976379,0.5553094446659088
13,horse_kangaroo,0.49032437801361084,0.5131636261940002
14,kangaroo_horse,0.49032437801361084,0.5131636261940002
15,squirrel_cat,0.7469669282436371,0.7701496183872223
16,rabbit_deer,0.40104955434799194,0.45562559366226196
17,raccoon_rabbit,0.4756898880004883,0.5332824289798737
18,horse_monkey,0.3572304844856262,0.46363699436187744
19,rabbit_camel,0.427753746509552,0.4916366934776306
20,monkey_dog,0.3274126648902893,0.36694610118865967
21,monkey_squirrel,0.4563765525817871,0.4318809509277344
22,horse_goat,0.34034544229507446,0.42650920152664185
23,giraffe_zebra,0.8496704697608948,0.8135831356048584
24,horse_cow,0.48407667875289917,0.5308360159397125
25,rhinoceros_cow,0.5521083474159241,0.5949515700340271
26,zebra_deer,0.4610027074813843,0.46521687507629395
27,cow_lion,0.4655677080154419,0.5089922547340393
28,donkey_cow,0.45337343215942383,0.4633716344833374
29,lion_cow,0.4655677080154419,0.5089922547340393
30,bear_cow,0.5517575144767761,0.6051322817802429
31,camel_rhinoceros,0.6229574680328369,0.7210957705974579
32,cat_sheep,0.6446748077869415,0.7009723484516144
33,giraffe_donkey,0.8531653583049774,0.8203574419021606
34,giraffe_lion,0.9451256096363068,0.8360847234725952
35,cow_dog,0.3725762963294983,0.40121251344680786
36,giraffe_dog,0.8576907962560654,0.7750196009874344
37,leopard_zebra,0.5195823013782501,0.53496253490448
38,donkey_dog,0.4102063775062561,0.4158652424812317
39,cat_dog,0.5723924934864044,0.6216543912887573
40,lion_bear,0.4383857846260071,0.5244484841823578
41,rabbit_raccoon,0.4756898880004883,0.5332824289798737
42,bear_leopard,0.47783541679382324,0.5299081206321716
43,rhinoceros_horse,0.6391052305698395,0.7331459522247314
44,raccoon_lion,0.4746718406677246,0.5548619329929352
45,tiger_raccoon,0.5133082568645477,0.5769466459751129
46,dog_bear,0.4408060312271118,0.4987318515777588
47,dog_raccoon,0.4158029556274414,0.4652131199836731
48,deer_sheep,0.5904860496520996,0.6741903126239777
