,Concept,Cosine Similarity,Correlation
0,bee_raccoon,0.9929044852033257,1.027541222050786
1,bird_ant,1.0671325027942657,1.001899513299577
2,ant_raccoon,1.004226098768413,0.950877919793129
3,deer_fish,0.9404512345790863,0.9648152142763138
4,bear_frog,1.0243938472121954,1.0262939799576998
5,alligator_rhinoceros,1.1637822538614273,1.0202202834188938
6,rhinoceros_alligator,1.1637822538614273,1.0202202834188938
7,bird_deer,0.8218377977609634,0.8509585857391357
8,frog_turtle,0.9474761225283146,0.9465952999889851
9,bird_horse,0.8500539362430573,0.8778991475701332
10,horse_bird,0.8500539362430573,0.8778991475701332
11,alligator_turtle,0.9889328815042973,1.0702452138066292
12,kangaroo_camel,1.4143258333206177,1.3529372215270996
13,horse_kangaroo,0.8050460070371628,0.8279746621847153
14,kangaroo_horse,0.8050460070371628,0.8279746621847153
15,squirrel_cat,0.8864884003996849,0.9262370839715004
16,rabbit_deer,0.9699101354926825,0.9566051661968231
17,raccoon_rabbit,1.030811332166195,1.0109232300892472
18,horse_monkey,0.8307545185089111,0.8333359509706497
19,rabbit_camel,0.8775133565068245,0.9204055741429329
20,monkey_dog,0.8655848503112793,0.8642409443855286
21,monkey_squirrel,0.9371853470802307,0.9408851973712444
22,horse_goat,0.8632847964763641,0.8800411447882652
23,giraffe_zebra,0.7991561144590378,0.9365606307983398
24,horse_cow,0.8280567079782486,0.838687926530838
25,rhinoceros_cow,0.7876957058906555,0.813385620713234
26,zebra_deer,0.8638454079627991,0.9090739712119102
27,cow_lion,0.7487074434757233,0.7696560174226761
28,donkey_cow,0.9611565731465816,0.961586244404316
29,lion_cow,0.7487074434757233,0.7696560174226761
30,bear_cow,0.9989493540488183,0.966971579939127
31,camel_rhinoceros,1.462860256433487,1.249765008687973
32,cat_sheep,0.7418362498283386,0.9122431725263596
33,giraffe_donkey,0.8626468032598495,0.8550074547529221
34,giraffe_lion,0.800367534160614,0.9321255534887314
35,cow_dog,0.8341077119112015,0.8292540013790131
36,giraffe_dog,1.0502298921346664,1.0395414717495441
37,leopard_zebra,0.5959650874137878,0.7186402380466461
38,donkey_dog,1.0063351863063872,1.0061119948513806
39,cat_dog,0.9318957552313805,0.9144980385899544
40,lion_bear,1.1614550650119781,1.0533890463411808
41,rabbit_raccoon,1.030811332166195,1.0109232300892472
42,bear_leopard,1.1891233623027802,1.0753179714083672
43,rhinoceros_horse,0.7532850652933121,0.7840771079063416
44,raccoon_lion,1.0064344108104706,1.0983760431408882
45,tiger_raccoon,0.7626290619373322,0.7969027161598206
46,dog_bear,0.9093227535486221,0.9164385050535202
47,dog_raccoon,0.8340012282133102,0.8221053332090378
48,deer_sheep,0.7930334657430649,0.8387056589126587
