,Concept,Cosine Similarity,Correlation
0,bee_raccoon,0.9556673280894756,0.9346256703138351
1,bird_ant,0.8340625911951065,0.827765017747879
2,ant_raccoon,0.9320044443011284,0.9123708233237267
3,deer_fish,0.9839035999029875,0.9864455861970782
4,bear_frog,0.9048804491758347,0.8987390771508217
5,alligator_rhinoceros,1.0317593142390251,1.0220062602311373
6,rhinoceros_alligator,1.0317593142390251,1.0220062602311373
7,bird_deer,0.8830433860421181,0.8825252205133438
8,frog_turtle,0.87350033223629,0.8751150295138359
9,bird_horse,0.8571424782276154,0.8522278219461441
10,horse_bird,0.8571424782276154,0.8522278219461441
11,alligator_turtle,0.9514906816184521,0.9564633741974831
12,kangaroo_camel,0.8733070492744446,0.8741734325885773
13,horse_kangaroo,0.9330759271979332,0.9345362707972527
14,kangaroo_horse,0.9330759271979332,0.9345362707972527
15,squirrel_cat,0.9797194432467222,0.9746471401304007
16,rabbit_deer,0.9516178369522095,0.9531765207648277
17,raccoon_rabbit,0.933040663599968,0.9191701263189316
18,horse_monkey,0.7913427352905273,0.8050978481769562
19,rabbit_camel,0.8359659910202026,0.8442308008670807
20,monkey_dog,0.826197013258934,0.8339874148368835
21,monkey_squirrel,0.8730510622262955,0.882009282708168
22,horse_goat,0.8139864802360535,0.8279101252555847
23,giraffe_zebra,0.9453288838267326,0.9482665695250034
24,horse_cow,0.8612976670265198,0.8759279251098633
25,rhinoceros_cow,0.9716141559183598,0.9647783599793911
26,zebra_deer,0.9065934419631958,0.9060096070170403
27,cow_lion,0.9036545604467392,0.9207288846373558
28,donkey_cow,0.9393862001597881,0.9400067590177059
29,lion_cow,0.9036545604467392,0.9207288846373558
30,bear_cow,0.9587962031364441,0.9474915787577629
31,camel_rhinoceros,0.9770924020558596,0.9723567496985197
32,cat_sheep,0.9519304521381855,0.9544185474514961
33,giraffe_donkey,0.9633520916104317,0.9622367471456528
34,giraffe_lion,0.9935641488991678,0.9779955185949802
35,cow_dog,0.8382893353700638,0.846057340502739
36,giraffe_dog,0.8847459703683853,0.8759960383176804
37,leopard_zebra,0.939197227358818,0.9393881782889366
38,donkey_dog,0.864728718996048,0.8649990260601044
39,cat_dog,0.9266183450818062,0.9216310828924179
40,lion_bear,0.8690745532512665,0.8546972721815109
41,rabbit_raccoon,0.933040663599968,0.9191701263189316
42,bear_leopard,0.9302224218845367,0.9305737912654877
43,rhinoceros_horse,0.9738978166133165,0.966829814016819
44,raccoon_lion,0.8961004242300987,0.8768479526042938
45,tiger_raccoon,0.8891677781939507,0.8926054164767265
46,dog_bear,0.8490910679101944,0.8418366014957428
47,dog_raccoon,0.8917112499475479,0.881885215640068
48,deer_sheep,0.9137324020266533,0.9129339456558228
