,Concept,Cosine Similarity,Correlation
0,bee_raccoon,0.7439016699790955,0.750008761882782
1,bird_ant,1.1531928777694702,1.072084441781044
2,ant_raccoon,0.7746342718601227,0.7093046009540558
3,deer_fish,0.7194042205810547,0.7097179591655731
4,bear_frog,0.8711274117231369,0.7887370884418488
5,alligator_rhinoceros,0.9328909814357758,0.9106807261705399
6,rhinoceros_alligator,0.9328909814357758,0.9106807261705399
7,bird_deer,0.8356439471244812,0.825310543179512
8,frog_turtle,0.711281955242157,0.7796234786510468
9,bird_horse,1.0400343723595142,0.9210972860455513
10,horse_bird,1.0400343723595142,0.9210972860455513
11,alligator_turtle,0.753735825419426,0.8950334116816521
12,kangaroo_camel,0.5639033913612366,0.6222044229507446
13,horse_kangaroo,0.5066013932228088,0.5545951426029205
14,kangaroo_horse,0.5066013932228088,0.5545951426029205
15,squirrel_cat,1.0078070680610836,0.9753968864679337
16,rabbit_deer,0.6621679663658142,0.6565583348274231
17,raccoon_rabbit,0.5720956921577454,0.5257630944252014
18,horse_monkey,0.8336827307939529,0.8011427819728851
19,rabbit_camel,0.563764214515686,0.638309895992279
20,monkey_dog,0.8875704407691956,0.883859857916832
21,monkey_squirrel,0.9151594936847687,0.9163922965526581
22,horse_goat,0.5483285486698151,0.6060724854469299
23,giraffe_zebra,0.7629200965166092,0.8369323015213013
24,horse_cow,1.1714046448469162,1.0303587894886732
25,rhinoceros_cow,0.9073191359639168,0.9097410589456558
26,zebra_deer,0.6749795079231262,0.6632521748542786
27,cow_lion,0.7017639875411987,0.8035276979207993
28,donkey_cow,0.8198983073234558,0.8703195452690125
29,lion_cow,0.7017639875411987,0.8035276979207993
30,bear_cow,0.9671338200569153,1.0461756512522697
31,camel_rhinoceros,0.8852760344743729,0.8561150580644608
32,cat_sheep,1.1705025881528854,1.108587585389614
33,giraffe_donkey,0.830323114991188,0.9189783856272697
34,giraffe_lion,0.6930140852928162,0.8916527181863785
35,cow_dog,0.8718212693929672,0.8150361925363541
36,giraffe_dog,1.1496649831533432,1.0825842842459679
37,leopard_zebra,0.7304800748825073,0.7876497656106949
38,donkey_dog,0.8315175473690033,0.7949606776237488
39,cat_dog,0.8619459271430969,0.881062738597393
40,lion_bear,0.7790759801864624,0.8711211532354355
41,rabbit_raccoon,0.5720956921577454,0.5257630944252014
42,bear_leopard,0.7912821620702744,0.8810485973954201
43,rhinoceros_horse,0.8186034113168716,0.7799533158540726
44,raccoon_lion,0.9682400785386562,1.0113078467547894
45,tiger_raccoon,0.7528010308742523,0.7458992004394531
46,dog_bear,0.9538354501128197,0.9111921340227127
47,dog_raccoon,0.8322234451770782,0.8141372799873352
48,deer_sheep,0.9618227072060108,0.9320288151502609
