,Concept,Euclidean,Pearson
0,bee_raccoon,0.4399040937423706,1.1562127470970154
1,bird_ant,0.3644988238811493,1.0369910039007664
2,ant_raccoon,0.3940972089767456,0.9991390977520496
3,deer_fish,0.3512791097164154,0.9269346073269844
4,alligator_rhinoceros,0.27793294191360474,0.9001989364624023
5,rhinoceros_alligator,0.27793294191360474,0.9001989364624023
6,bird_deer,0.36557525396347046,1.0556396543979645
7,frog_turtle,0.349701851606369,1.083196684718132
8,bird_horse,0.3483310341835022,1.219180166721344
9,horse_bird,0.3483310341835022,1.219180166721344
10,alligator_turtle,0.2721202075481415,0.879475861787796
11,kangaroo_camel,0.3501974046230316,0.9931535124778748
12,horse_kangaroo,0.3291749060153961,1.049604870378971
13,kangaroo_horse,0.3291749060153961,1.049604870378971
14,elephant_deer,0.31763097643852234,0.835775762796402
15,squirrel_cat,0.319830983877182,0.846594363451004
16,rabbit_deer,0.2688676118850708,0.7600223571062088
17,raccoon_rabbit,0.321222722530365,0.9493762776255608
18,horse_monkey,0.25275808572769165,0.8562226742506027
19,rabbit_camel,0.2945907413959503,0.9640328548848629
20,monkey_dog,0.3161728084087372,0.9571857303380966
21,monkey_squirrel,0.29361626505851746,0.9000050574541092
22,horse_goat,0.34459468722343445,0.9123101383447647
23,giraffe_zebra,0.3507687449455261,1.0251614656299353
24,horse_cow,0.2752843201160431,0.9343839064240456
25,rhinoceros_cow,0.26479795575141907,0.7706591188907623
26,zebra_deer,0.3323613703250885,0.7949187010526657
27,cow_lion,0.31682705879211426,0.8388531059026718
28,donkey_cow,0.3085879683494568,0.9109837338328362
29,lion_cow,0.31682705879211426,0.8388531059026718
30,camel_rhinoceros,0.3533838391304016,1.0265006348490715
31,cat_sheep,0.3747028708457947,1.0114570893347263
32,giraffe_donkey,0.31252193450927734,0.9422555230557919
33,giraffe_lion,0.38700956106185913,1.1334301829338074
34,cow_dog,0.33026939630508423,0.9623191580176353
35,giraffe_dog,0.33672210574150085,0.9942110520787537
36,leopard_zebra,0.3740158975124359,0.947803121060133
37,donkey_dog,0.3476201295852661,0.9987148267682642
38,cat_dog,0.3701477646827698,1.057137694209814
39,rabbit_raccoon,0.321222722530365,0.9493762776255608
40,rhinoceros_horse,0.2994304299354553,0.86490498483181
41,raccoon_lion,0.3253939747810364,0.6838807761669159
42,tiger_raccoon,0.3481914699077606,0.8991581499576569
43,dog_raccoon,0.40731436014175415,1.0922448709607124
44,deer_sheep,0.31454986333847046,0.794029176235199
